Interval=	0.001 s
ExcelDateTime=	4.6199553692194582e+004	6/26/2026 13:17:19.005612
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	Channel 1	Channel 2	Channel 3	Channel 4	Channel 5	Channel 6
Range=	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V
0.207	-0.0065625	0.006875	0.19375	-0.3303125	0.32125	0.0071875
0.208	-0.0034375	0.0065625	0.195	-0.330625	0.320625	0.0096875
0.209	-0.005	0.0084375	0.1928125	-0.3296875	0.319375	0.008125
0.21	-0.004375	0.00875	0.1953125	-0.3309375	0.32	0.0103125
0.211	-0.0059375	0.0103125	0.1953125	-0.3325	0.3228125	0.008125
0.212	-0.00625	0.0071875	0.19375	-0.330625	0.31875	0.008125
0.213	-0.009375	0.0075	0.19375	-0.331875	0.32	0.0084375
0.214	-0.0053125	0.00875	0.1940625	-0.3315625	0.32	0.0078125
0.215	-0.0071875	0.006875	0.1934375	-0.33	0.32125	0.0071875
0.216	-0.0040625	0.0084375	0.1928125	-0.32875	0.319375	0.0078125
0.217	-0.004375	0.010625	0.195	-0.3278125	0.3240625	0.0096875
0.218	-0.0071875	0.01125	0.1940625	-0.3284375	0.320625	0.0096875
0.219	-0.004375	0.00625	0.194375	-0.32875	0.3196875	0.0078125
0.22	-0.005	0.0065625	0.193125	-0.33125	0.3215625	0.0065625
0.221	-0.005	0.008125	0.1953125	-0.3309375	0.3215625	0.01125
0.222	-0.0059375	0.0078125	0.191875	-0.33125	0.3228125	0.00625
0.223	-0.00375	0.0078125	0.1940625	-0.331875	0.31875	0.0103125
0.224	-0.00625	0.0103125	0.1934375	-0.3325	0.3253125	0.0075
0.225	-0.0040625	0.006875	0.1921875	-0.3328125	0.3196875	0.0078125
0.226	-0.0075	0.0084375	0.1925	-0.3325	0.321875	0.00875
0.227	-0.0071875	0.008125	0.194375	-0.331875	0.3225	0.0075
0.228	-0.0059375	0.00625	0.19375	-0.3303125	0.32125	0.009375
0.229	-0.0034375	0.00875	0.191875	-0.3321875	0.3221875	0.010625
0.23	-0.005	0.0071875	0.1928125	-0.33125	0.3221875	0.0109375
0.231	-0.006875	0.0075	0.195	-0.329375	0.3225	0.0096875
0.232	-0.004375	0.0090625	0.1946875	-0.3328125	0.32125	0.0075
0.233	-0.0046875	0.0103125	0.1925	-0.3334375	0.3228125	0.01
0.234	-0.00625	0.0109375	0.1940625	-0.330625	0.3225	0.006875
0.235	-0.00375	0.008125	0.19375	-0.32875	0.3203125	0.00625
0.236	-0.00375	0.00875	0.1940625	-0.3334375	0.320625	0.008125
0.237	-0.006875	0.008125	0.193125	-0.33125	0.3228125	0.006875
0.238	-0.0053125	0.008125	0.1978125	-0.3303125	0.32	0.010625
0.239	-0.006875	0.0096875	0.195	-0.330625	0.3221875	0.0090625
0.24	-0.005625	0.00875	0.196875	-0.326875	0.32125	0.0084375
0.241	-0.00875	0.0078125	0.1921875	-0.3309375	0.32375	0.00875
0.242	-0.00625	0.00875	0.1946875	-0.33	0.31875	0.0103125
0.243	-0.005625	0.0071875	0.191875	-0.3321875	0.320625	0.009375
0.244	-0.005625	0.009375	0.1940625	-0.32875	0.3209375	0.0075
0.245	-0.0025	0.0071875	0.194375	-0.331875	0.3221875	0.00875
0.246	-0.0065625	0.008125	0.1921875	-0.3309375	0.3221875	0.0078125
0.247	-0.00625	0.0075	0.1940625	-0.33	0.3215625	0.0103125
0.248	-0.0053125	0.0078125	0.19375	-0.3309375	0.3209375	0.0075
0.249	-0.0078125	0.00875	0.193125	-0.3303125	0.3203125	0.00625
0.25	-0.005	0.006875	0.1959375	-0.3296875	0.321875	0.008125
0.251	-0.005	0.0084375	0.1959375	-0.3296875	0.3203125	0.0090625
0.252	-0.005625	0.0065625	0.193125	-0.3315625	0.323125	0.0065625
0.253	-0.005625	0.0078125	0.1946875	-0.334375	0.320625	0.01
0.254	-0.005625	0.00875	0.194375	-0.3321875	0.3215625	0.0096875
0.255	-0.0040625	0.0096875	0.193125	-0.3290625	0.3215625	0.0096875
0.256	-0.0059375	0.0078125	0.195625	-0.33	0.321875	0.0065625
0.257	-0.0046875	0.01	0.194375	-0.3309375	0.3221875	0.0084375
0.258	-0.0046875	0.009375	0.1915625	-0.33375	0.3215625	0.008125
0.259	-0.004375	0.01	0.193125	-0.33125	0.321875	0.0078125
0.26	-0.0071875	0.0084375	0.19375	-0.3328125	0.3225	0.0071875
0.261	-0.0034375	0.008125	0.1965625	-0.334375	0.323125	0.0090625
